"Região";"UF";"Ano";"Mês";"Transferência";"1º Decêndio";"2º Decêndio";"3º Decêndio";"Total"
"Sudeste";"MG";"2025";"01";"AJUSTE FUNDEB/FPE";"R$0,00";"R$0,00";"-R$39.172,81";"-R$39.172,81"
"Sudeste";"MG";"2020";"01";"AJUSTE FUNDEB/FPM";"R$31.849,21";"R$0,00";"R$0,00";"R$31.849,21"
"Sudeste";"MG";"2021";"05";"AJUSTE FUNDEB/FPM";"R$0,00";"R$0,00";"-R$2.247.604,98";"-R$2.247.604,98"
"Sudeste";"MG";"2022";"09";"AJUSTE FUNDEB/FPM";"R$0,00";"R$0,00";"-R$6.008,65";"-R$6.008,65"
"Sudeste";"MG";"2023";"09";"AJUSTE FUNDEB/FPM";"R$0,00";"R$0,00";"-R$1.008.906,12";"-R$1.008.906,12"
"Sudeste";"MG";"2025";"01";"AJUSTE FUNDEB/FPM";"R$0,00";"R$0,00";"-R$117.628,47";"-R$117.628,47"
"Sudeste";"MG";"2020";"01";"AJUSTE FUNDEB/ICME";"R$122.414,14";"R$0,00";"R$0,00";"R$122.414,14"
"Sudeste";"MG";"2021";"05";"AJUSTE FUNDEB/ICME";"R$0,00";"R$0,00";"-R$8.577.652,32";"-R$8.577.652,32"
"Sudeste";"MG";"2022";"09";"AJUSTE FUNDEB/ICME";"R$0,00";"R$0,00";"-R$20.205,56";"-R$20.205,56"
"Sudeste";"MG";"2023";"09";"AJUSTE FUNDEB/ICME";"R$0,00";"R$0,00";"-R$3.130.070,71";"-R$3.130.070,71"
"Sudeste";"MG";"2025";"01";"AJUSTE FUNDEB/ICME";"R$0,00";"R$0,00";"-R$382.622,05";"-R$382.622,05"
"Sudeste";"MG";"2020";"01";"AJUSTE FUNDEB/IPIE";"R$1.449,76";"R$0,00";"R$0,00";"R$1.449,76"
"Sudeste";"MG";"2021";"05";"AJUSTE FUNDEB/IPIE";"R$0,00";"R$0,00";"-R$107.640,64";"-R$107.640,64"
"Sudeste";"MG";"2022";"09";"AJUSTE FUNDEB/IPIE";"R$0,00";"R$0,00";"-R$226,65";"-R$226,65"
"Sudeste";"MG";"2023";"09";"AJUSTE FUNDEB/IPIE";"R$0,00";"R$0,00";"-R$29.140,78";"-R$29.140,78"
"Sudeste";"MG";"2025";"01";"AJUSTE FUNDEB/IPIE";"R$0,00";"R$0,00";"-R$3.713,15";"-R$3.713,15"
"Sudeste";"MG";"2020";"01";"AJUSTE FUNDEB/IPVA";"R$13.108,26";"R$0,00";"R$0,00";"R$13.108,26"
"Sudeste";"MG";"2021";"05";"AJUSTE FUNDEB/IPVA";"R$0,00";"R$0,00";"-R$778.536,30";"-R$778.536,30"
"Sudeste";"MG";"2022";"09";"AJUSTE FUNDEB/IPVA";"R$0,00";"R$0,00";"-R$2.828,10";"-R$2.828,10"
"Sudeste";"MG";"2023";"09";"AJUSTE FUNDEB/IPVA";"R$0,00";"R$0,00";"-R$672.327,00";"-R$672.327,00"
"Sudeste";"MG";"2025";"01";"AJUSTE FUNDEB/IPVA";"R$0,00";"R$0,00";"-R$58.950,06";"-R$58.950,06"
"Sudeste";"MG";"2020";"01";"AJUSTE FUNDEB/ITCMD";"R$2.147,65";"R$0,00";"R$0,00";"R$2.147,65"
"Sudeste";"MG";"2021";"05";"AJUSTE FUNDEB/ITCMD";"R$0,00";"R$0,00";"-R$203.768,93";"-R$203.768,93"
"Sudeste";"MG";"2022";"09";"AJUSTE FUNDEB/ITCMD";"R$0,00";"R$0,00";"-R$412,56";"-R$412,56"
"Sudeste";"MG";"2023";"09";"AJUSTE FUNDEB/ITCMD";"R$0,00";"R$0,00";"-R$76.494,27";"-R$76.494,27"
"Sudeste";"MG";"2025";"01";"AJUSTE FUNDEB/ITCMD";"R$0,00";"R$0,00";"-R$9.864,07";"-R$9.864,07"
"Sudeste";"MG";"2020";"01";"AJUSTE FUNDEB/ITR";"R$298,52";"R$0,00";"R$0,00";"R$298,52"
"Sudeste";"MG";"2021";"05";"AJUSTE FUNDEB/ITR";"R$0,00";"R$0,00";"-R$1.629,01";"-R$1.629,01"
"Sudeste";"MG";"2022";"09";"AJUSTE FUNDEB/ITR";"R$0,00";"R$0,00";"-R$6,61";"-R$6,61"
"Sudeste";"MG";"2023";"09";"AJUSTE FUNDEB/ITR";"R$0,00";"R$0,00";"-R$1.647,04";"-R$1.647,04"
"Sudeste";"MG";"2025";"01";"AJUSTE FUNDEB/ITR";"R$0,00";"R$0,00";"-R$1.296,08";"-R$1.296,08"
"Sudeste";"RJ";"2021";"05";"AJUSTE FUNDEB/AJUSTE FUNDEB VAAF";"R$0,00";"R$516.170,68";"R$0,00";"R$516.170,68"
"Sudeste";"RJ";"2021";"06";"AJUSTE FUNDEB/AJUSTE FUNDEB VAAF";"R$0,00";"-R$867.454,19";"R$0,00";"-R$867.454,19"
"Sudeste";"RJ";"2021";"09";"AJUSTE FUNDEB/AJUSTE FUNDEB VAAF";"R$0,00";"R$0,00";"-R$62.362.425,44";"-R$62.362.425,44"
"Sudeste";"RJ";"2023";"04";"AJUSTE FUNDEB/AJUSTE FUNDEB VAAF";"R$0,00";"R$0,00";"R$275.340.359,67";"R$275.340.359,67"
"Sudeste";"RJ";"2023";"05";"AJUSTE FUNDEB/AJUSTE FUNDEB VAAF";"R$0,00";"R$0,00";"R$38.264.567,83";"R$38.264.567,83"
"Sudeste";"RJ";"2023";"09";"AJUSTE FUNDEB/AJUSTE FUNDEB VAAF";"R$0,00";"R$0,00";"-R$471.507,47";"-R$471.507,47"
"Sudeste";"RJ";"2024";"01";"AJUSTE FUNDEB/AJUSTE FUNDEB VAAF";"R$0,00";"R$0,00";"-R$11.970.943,43";"-R$11.970.943,43"
"Sudeste";"RJ";"2024";"04";"AJUSTE FUNDEB/AJUSTE FUNDEB VAAF";"R$0,00";"R$0,00";"R$28.523.296,18";"R$28.523.296,18"
"Sudeste";"RJ";"2025";"04";"AJUSTE FUNDEB/AJUSTE FUNDEB VAAF";"R$0,00";"R$0,00";"-R$1.405.395,03";"-R$1.405.395,03"
"Sudeste";"RJ";"2025";"09";"AJUSTE FUNDEB/AJUSTE FUNDEB VAAF";"R$0,00";"R$0,00";"-R$20.110.107,65";"-R$20.110.107,65"
"Sudeste";"RJ";"2020";"04";"AJUSTE FUNDEB/COUN";"R$0,00";"R$0,00";"R$23.661.377,24";"R$23.661.377,24"
"Sudeste";"RJ";"2021";"04";"AJUSTE FUNDEB/COUN";"R$0,00";"R$0,00";"-R$22.851.069,68";"-R$22.851.069,68"
"Sudeste";"RJ";"2021";"05";"AJUSTE FUNDEB/FPE";"R$0,00";"R$0,00";"R$1.390.381,71";"R$1.390.381,71"
"Sudeste";"RJ";"2022";"09";"AJUSTE FUNDEB/FPE";"R$0,00";"R$0,00";"-R$7.325,73";"-R$7.325,73"
"Sudeste";"RJ";"2023";"09";"AJUSTE FUNDEB/FPE";"R$0,00";"R$0,00";"-R$247.573,52";"-R$247.573,52"
"Sudeste";"RJ";"2021";"05";"AJUSTE FUNDEB/FPM";"R$0,00";"R$0,00";"R$2.949.410,84";"R$2.949.410,84"
"Sudeste";"RJ";"2022";"09";"AJUSTE FUNDEB/FPM";"R$0,00";"R$0,00";"-R$14.436,83";"-R$14.436,83"
"Sudeste";"RJ";"2023";"09";"AJUSTE FUNDEB/FPM";"R$0,00";"R$0,00";"-R$496.454,98";"-R$496.454,98"
"Sudeste";"RJ";"2021";"05";"AJUSTE FUNDEB/ICME";"R$0,00";"R$0,00";"R$30.507.470,68";"R$30.507.470,68"
"Sudeste";"RJ";"2022";"09";"AJUSTE FUNDEB/ICME";"R$0,00";"R$0,00";"-R$147.966,03";"-R$147.966,03"
"Sudeste";"RJ";"2023";"09";"AJUSTE FUNDEB/ICME";"R$0,00";"R$0,00";"-R$4.710.054,49";"-R$4.710.054,49"
"Sudeste";"RJ";"2021";"05";"AJUSTE FUNDEB/IPIE";"R$0,00";"R$0,00";"R$941.954,25";"R$941.954,25"
"Sudeste";"RJ";"2022";"09";"AJUSTE FUNDEB/IPIE";"R$0,00";"R$0,00";"-R$3.311,92";"-R$3.311,92"
"Sudeste";"RJ";"2023";"09";"AJUSTE FUNDEB/IPIE";"R$0,00";"R$0,00";"-R$103.709,54";"-R$103.709,54"
"Sudeste";"RJ";"2021";"05";"AJUSTE FUNDEB/IPVA";"R$0,00";"R$0,00";"R$6.521.892,16";"R$6.521.892,16"
"Sudeste";"RJ";"2022";"09";"AJUSTE FUNDEB/IPVA";"R$0,00";"R$0,00";"-R$15.563,19";"-R$15.563,19"
"Sudeste";"RJ";"2023";"09";"AJUSTE FUNDEB/IPVA";"R$0,00";"R$0,00";"-R$609.219,10";"-R$609.219,10"
"Sudeste";"RJ";"2021";"05";"AJUSTE FUNDEB/ITCMD";"R$0,00";"R$0,00";"R$692.836,03";"R$692.836,03"
"Sudeste";"RJ";"2022";"09";"AJUSTE FUNDEB/ITCMD";"R$0,00";"R$0,00";"-R$4.141,88";"-R$4.141,88"
"Sudeste";"RJ";"2023";"09";"AJUSTE FUNDEB/ITCMD";"R$0,00";"R$0,00";"-R$134.747,12";"-R$134.747,12"
"Sudeste";"RJ";"2021";"05";"AJUSTE FUNDEB/ITR";"R$0,00";"R$0,00";"R$3.608,48";"R$3.608,48"
"Sudeste";"RJ";"2022";"09";"AJUSTE FUNDEB/ITR";"R$0,00";"R$0,00";"-R$11,53";"-R$11,53"
"Sudeste";"RJ";"2023";"09";"AJUSTE FUNDEB/ITR";"R$0,00";"R$0,00";"-R$369,94";"-R$369,94"
"Sudeste";"SP";"2024";"09";"AJUSTE FUNDEB/AJUSTE FUNDEB VAAR";"R$0,00";"R$0,00";"R$170.781.811,69";"R$170.781.811,69"
"Sudeste";"SP";"2025";"01";"AJUSTE FUNDEB/AJUSTE FUNDEB VAAR";"R$0,00";"R$0,00";"-R$29.339.495,59";"-R$29.339.495,59"
"Sudeste";"SP";"2025";"04";"AJUSTE FUNDEB/AJUSTE FUNDEB VAAR";"R$0,00";"R$0,00";"-R$847,97";"-R$847,97"
"Sudeste";"SP";"2020";"09";"AJUSTE FUNDEB/FPE";"-R$19.126,92";"R$0,00";"R$0,00";"-R$19.126,92"
"Sudeste";"SP";"2021";"05";"AJUSTE FUNDEB/FPE";"R$0,00";"R$0,00";"R$256.189,67";"R$256.189,67"
"Sudeste";"SP";"2022";"09";"AJUSTE FUNDEB/FPE";"R$0,00";"R$0,00";"-R$2.843,06";"-R$2.843,06"
"Sudeste";"SP";"2023";"09";"AJUSTE FUNDEB/FPE";"R$0,00";"R$0,00";"-R$129.987,22";"-R$129.987,22"
"Sudeste";"SP";"2024";"05";"AJUSTE FUNDEB/FPE";"-R$28.764,69";"R$0,00";"R$0,00";"-R$28.764,69"
"Sudeste";"SP";"2020";"09";"AJUSTE FUNDEB/FPM";"-R$271.155,85";"R$0,00";"R$0,00";"-R$271.155,85"
"Sudeste";"SP";"2021";"05";"AJUSTE FUNDEB/FPM";"R$0,00";"R$0,00";"R$3.649.840,60";"R$3.649.840,60"
"Sudeste";"SP";"2022";"09";"AJUSTE FUNDEB/FPM";"R$0,00";"R$0,00";"-R$37.754,01";"-R$37.754,01"
"Sudeste";"SP";"2023";"09";"AJUSTE FUNDEB/FPM";"R$0,00";"R$0,00";"-R$1.848.528,39";"-R$1.848.528,39"
"Sudeste";"SP";"2024";"05";"AJUSTE FUNDEB/FPM";"-R$409.441,26";"R$0,00";"R$0,00";"-R$409.441,26"
"Sudeste";"SP";"2020";"09";"AJUSTE FUNDEB/ICME";"-R$2.720.365,97";"R$0,00";"R$0,00";"-R$2.720.365,97"
"Sudeste";"SP";"2021";"05";"AJUSTE FUNDEB/ICME";"R$0,00";"R$0,00";"R$33.113.879,07";"R$33.113.879,07"
"Sudeste";"SP";"2022";"09";"AJUSTE FUNDEB/ICME";"R$0,00";"R$0,00";"-R$348.271,57";"-R$348.271,57"
"Sudeste";"SP";"2023";"09";"AJUSTE FUNDEB/ICME";"R$0,00";"R$0,00";"-R$15.440.376,25";"-R$15.440.376,25"
"Sudeste";"SP";"2024";"05";"AJUSTE FUNDEB/ICME";"-R$3.633.176,81";"R$0,00";"R$0,00";"-R$3.633.176,81"
"Sudeste";"SP";"2020";"09";"AJUSTE FUNDEB/IPIE";"-R$19.080,05";"R$0,00";"R$0,00";"-R$19.080,05"
"Sudeste";"SP";"2021";"05";"AJUSTE FUNDEB/IPIE";"R$0,00";"R$0,00";"R$269.431,93";"R$269.431,93"
"Sudeste";"SP";"2022";"09";"AJUSTE FUNDEB/IPIE";"R$0,00";"R$0,00";"-R$2.128,97";"-R$2.128,97"
"Sudeste";"SP";"2023";"09";"AJUSTE FUNDEB/IPIE";"R$0,00";"R$0,00";"-R$87.777,29";"-R$87.777,29"
"Sudeste";"SP";"2024";"05";"AJUSTE FUNDEB/IPIE";"-R$21.255,89";"R$0,00";"R$0,00";"-R$21.255,89"
"Sudeste";"SP";"2020";"09";"AJUSTE FUNDEB/IPVA";"-R$476.857,26";"R$0,00";"R$0,00";"-R$476.857,26"
"Sudeste";"SP";"2021";"05";"AJUSTE FUNDEB/IPVA";"R$0,00";"R$0,00";"R$11.514.016,68";"R$11.514.016,68"
"Sudeste";"SP";"2022";"09";"AJUSTE FUNDEB/IPVA";"R$0,00";"R$0,00";"-R$50.913,63";"-R$50.913,63"
"Sudeste";"SP";"2023";"09";"AJUSTE FUNDEB/IPVA";"R$0,00";"R$0,00";"-R$2.983.226,09";"-R$2.983.226,09"
"Sudeste";"SP";"2024";"05";"AJUSTE FUNDEB/IPVA";"-R$514.108,20";"R$0,00";"R$0,00";"-R$514.108,20"
"Sudeste";"SP";"2020";"09";"AJUSTE FUNDEB/ITCMD";"-R$50.476,36";"R$0,00";"R$0,00";"-R$50.476,36"
"Sudeste";"SP";"2021";"05";"AJUSTE FUNDEB/ITCMD";"R$0,00";"R$0,00";"R$596.102,24";"R$596.102,24"
"Sudeste";"SP";"2022";"09";"AJUSTE FUNDEB/ITCMD";"R$0,00";"R$0,00";"-R$6.603,51";"-R$6.603,51"
"Sudeste";"SP";"2023";"09";"AJUSTE FUNDEB/ITCMD";"R$0,00";"R$0,00";"-R$300.600,57";"-R$300.600,57"
"Sudeste";"SP";"2024";"05";"AJUSTE FUNDEB/ITCMD";"-R$88.017,05";"R$0,00";"R$0,00";"-R$88.017,05"
"Sudeste";"SP";"2020";"09";"AJUSTE FUNDEB/ITR";"-R$347,81";"R$0,00";"R$0,00";"-R$347,81"
"Sudeste";"SP";"2021";"05";"AJUSTE FUNDEB/ITR";"R$0,00";"R$0,00";"R$8.521,39";"R$8.521,39"
"Sudeste";"SP";"2022";"09";"AJUSTE FUNDEB/ITR";"R$0,00";"R$0,00";"-R$121,01";"-R$121,01"
"Sudeste";"SP";"2023";"09";"AJUSTE FUNDEB/ITR";"R$0,00";"R$0,00";"-R$7.012,81";"-R$7.012,81"
"Sudeste";"SP";"2024";"05";"AJUSTE FUNDEB/ITR";"-R$8.341,55";"R$0,00";"R$0,00";"-R$8.341,55"
"Sul";"PR";"2021";"09";"AJUSTE FUNDEB/AJUSTE FUNDEB VAAF";"R$0,00";"R$0,00";"R$5.342.865,86";"R$5.342.865,86"
"Sul";"PR";"2022";"04";"AJUSTE FUNDEB/AJUSTE FUNDEB VAAF";"R$0,00";"R$0,00";"-R$21.645.233,10";"-R$21.645.233,10"
"Sul";"PR";"2024";"04";"AJUSTE FUNDEB/AJUSTE FUNDEB VAAR";"R$0,00";"R$0,00";"R$982.171,65";"R$982.171,65"
"Sul";"PR";"2024";"09";"AJUSTE FUNDEB/AJUSTE FUNDEB VAAR";"R$0,00";"R$0,00";"-R$22.394.710,59";"-R$22.394.710,59"
"Sul";"PR";"2025";"01";"AJUSTE FUNDEB/AJUSTE FUNDEB VAAR";"R$0,00";"R$0,00";"R$3.991.117,96";"R$3.991.117,96"
"Sul";"PR";"2025";"09";"AJUSTE FUNDEB/AJUSTE FUNDEB VAAR";"R$0,00";"R$0,00";"-R$314.995,53";"-R$314.995,53"
"Sul";"PR";"2020";"01";"AJUSTE FUNDEB/FPE";"R$44.976,29";"R$0,00";"R$0,00";"R$44.976,29"
"Sul";"PR";"2020";"09";"AJUSTE FUNDEB/FPE";"-R$16.538,83";"R$0,00";"R$0,00";"-R$16.538,83"
"Sul";"PR";"2020";"12";"AJUSTE FUNDEB/FPE";"R$0,00";"-R$8.100,50";"R$0,00";"-R$8.100,50"
"Sul";"PR";"2021";"05";"AJUSTE FUNDEB/FPE";"R$0,00";"R$0,00";"R$1.368.001,98";"R$1.368.001,98"
"Sul";"PR";"2022";"09";"AJUSTE FUNDEB/FPE";"R$0,00";"R$0,00";"R$14.736,64";"R$14.736,64"
"Sul";"PR";"2023";"09";"AJUSTE FUNDEB/FPE";"R$0,00";"R$0,00";"-R$199.701,31";"-R$199.701,31"
"Sul";"PR";"2024";"09";"AJUSTE FUNDEB/FPE";"R$0,00";"R$0,00";"-R$33.289,62";"-R$33.289,62"
"Sul";"PR";"2020";"01";"AJUSTE FUNDEB/FPM";"R$112.420,00";"R$0,00";"R$0,00";"R$112.420,00"
"Sul";"PR";"2020";"09";"AJUSTE FUNDEB/FPM";"-R$41.075,18";"R$0,00";"R$0,00";"-R$41.075,18"
"Sul";"PR";"2020";"12";"AJUSTE FUNDEB/FPM";"R$0,00";"-R$20.190,82";"R$0,00";"-R$20.190,82"
"Sul";"PR";"2021";"05";"AJUSTE FUNDEB/FPM";"R$0,00";"R$0,00";"R$3.415.120,00";"R$3.415.120,00"
"Sul";"PR";"2022";"09";"AJUSTE FUNDEB/FPM";"R$0,00";"R$0,00";"R$36.206,67";"R$36.206,67"
"Sul";"PR";"2023";"09";"AJUSTE FUNDEB/FPM";"R$0,00";"R$0,00";"-R$505.022,62";"-R$505.022,62"
"Sul";"PR";"2024";"09";"AJUSTE FUNDEB/FPM";"R$0,00";"R$0,00";"-R$84.779,89";"-R$84.779,89"
"Sul";"PR";"2020";"01";"AJUSTE FUNDEB/ICME";"R$510.801,65";"R$0,00";"R$0,00";"R$510.801,65"
"Sul";"PR";"2020";"09";"AJUSTE FUNDEB/ICME";"-R$171.409,70";"R$0,00";"R$0,00";"-R$171.409,70"
"Sul";"PR";"2020";"12";"AJUSTE FUNDEB/ICME";"R$0,00";"-R$97.596,55";"R$0,00";"-R$97.596,55"
"Sul";"PR";"2021";"05";"AJUSTE FUNDEB/ICME";"R$0,00";"R$0,00";"R$12.522.401,28";"R$12.522.401,28"
"Sul";"PR";"2022";"09";"AJUSTE FUNDEB/ICME";"R$0,00";"R$0,00";"R$138.357,07";"R$138.357,07"
"Sul";"PR";"2023";"09";"AJUSTE FUNDEB/ICME";"R$0,00";"R$0,00";"-R$1.810.727,38";"-R$1.810.727,38"
"Sul";"PR";"2024";"09";"AJUSTE FUNDEB/ICME";"R$0,00";"R$0,00";"-R$311.734,70";"-R$311.734,70"
"Sul";"PR";"2020";"01";"AJUSTE FUNDEB/IPIE";"R$8.101,87";"R$0,00";"R$0,00";"R$8.101,87"
"Sul";"PR";"2020";"09";"AJUSTE FUNDEB/IPIE";"-R$2.650,43";"R$0,00";"R$0,00";"-R$2.650,43"
"Sul";"PR";"2020";"12";"AJUSTE FUNDEB/IPIE";"R$0,00";"-R$1.533,62";"R$0,00";"-R$1.533,62"
"Sul";"PR";"2021";"05";"AJUSTE FUNDEB/IPIE";"R$0,00";"R$0,00";"R$191.895,19";"R$191.895,19"
"Sul";"PR";"2022";"09";"AJUSTE FUNDEB/IPIE";"R$0,00";"R$0,00";"R$1.558,25";"R$1.558,25"
"Sul";"PR";"2023";"09";"AJUSTE FUNDEB/IPIE";"R$0,00";"R$0,00";"-R$18.483,23";"-R$18.483,23"
"Sul";"PR";"2024";"09";"AJUSTE FUNDEB/IPIE";"R$0,00";"R$0,00";"-R$4.514,75";"-R$4.514,75"
"Sul";"PR";"2020";"01";"AJUSTE FUNDEB/IPVA";"R$61.518,50";"R$0,00";"R$0,00";"R$61.518,50"
"Sul";"PR";"2020";"09";"AJUSTE FUNDEB/IPVA";"-R$33.556,52";"R$0,00";"R$0,00";"-R$33.556,52"
"Sul";"PR";"2020";"12";"AJUSTE FUNDEB/IPVA";"R$0,00";"-R$13.327,43";"R$0,00";"-R$13.327,43"
"Sul";"PR";"2021";"05";"AJUSTE FUNDEB/IPVA";"R$0,00";"R$0,00";"R$4.409.398,16";"R$4.409.398,16"
"Sul";"PR";"2022";"09";"AJUSTE FUNDEB/IPVA";"R$0,00";"R$0,00";"R$23.752,91";"R$23.752,91"
"Sul";"PR";"2023";"09";"AJUSTE FUNDEB/IPVA";"R$0,00";"R$0,00";"-R$377.931,12";"-R$377.931,12"
"Sul";"PR";"2024";"09";"AJUSTE FUNDEB/IPVA";"R$0,00";"R$0,00";"-R$57.813,15";"-R$57.813,15"
"Sul";"PR";"2020";"01";"AJUSTE FUNDEB/ITCMD";"R$8.613,48";"R$0,00";"R$0,00";"R$8.613,48"
"Sul";"PR";"2020";"09";"AJUSTE FUNDEB/ITCMD";"-R$3.207,85";"R$0,00";"R$0,00";"-R$3.207,85"
"Sul";"PR";"2020";"12";"AJUSTE FUNDEB/ITCMD";"R$0,00";"-R$2.054,13";"R$0,00";"-R$2.054,13"
"Sul";"PR";"2021";"05";"AJUSTE FUNDEB/ITCMD";"R$0,00";"R$0,00";"R$219.678,42";"R$219.678,42"
"Sul";"PR";"2022";"09";"AJUSTE FUNDEB/ITCMD";"R$0,00";"R$0,00";"R$3.218,88";"R$3.218,88"
"Sul";"PR";"2023";"09";"AJUSTE FUNDEB/ITCMD";"R$0,00";"R$0,00";"-R$48.051,35";"-R$48.051,35"
"Sul";"PR";"2024";"09";"AJUSTE FUNDEB/ITCMD";"R$0,00";"R$0,00";"-R$7.647,21";"-R$7.647,21"
"Sul";"PR";"2020";"01";"AJUSTE FUNDEB/ITR";"R$2.048,36";"R$0,00";"R$0,00";"R$2.048,36"
"Sul";"PR";"2020";"09";"AJUSTE FUNDEB/ITR";"-R$64,08";"R$0,00";"R$0,00";"-R$64,08"
"Sul";"PR";"2020";"12";"AJUSTE FUNDEB/ITR";"R$0,00";"-R$471,53";"R$0,00";"-R$471,53"
"Sul";"PR";"2021";"05";"AJUSTE FUNDEB/ITR";"R$0,00";"R$0,00";"R$10.531,09";"R$10.531,09"
"Sul";"PR";"2022";"09";"AJUSTE FUNDEB/ITR";"R$0,00";"R$0,00";"R$123,59";"R$123,59"
"Sul";"PR";"2023";"08";"AJUSTE FUNDEB/ITR";"-R$1.338,96";"R$0,00";"R$0,00";"-R$1.338,96"
"Sul";"PR";"2023";"09";"AJUSTE FUNDEB/ITR";"R$0,00";"R$0,00";"-R$3.087,62";"-R$3.087,62"
"Sul";"PR";"2024";"09";"AJUSTE FUNDEB/ITR";"R$0,00";"R$0,00";"-R$360,86";"-R$360,86"
"Sul";"RS";"2024";"04";"AJUSTE FUNDEB/AJUSTE FUNDEB VAAR";"R$0,00";"R$0,00";"R$753.224,83";"R$753.224,83"
"Sul";"RS";"2024";"09";"AJUSTE FUNDEB/AJUSTE FUNDEB VAAR";"R$0,00";"R$0,00";"-R$18.119.658,88";"-R$18.119.658,88"
"Sul";"RS";"2025";"01";"AJUSTE FUNDEB/AJUSTE FUNDEB VAAR";"R$0,00";"R$0,00";"-R$513.539,27";"-R$513.539,27"
"Sul";"RS";"2021";"05";"AJUSTE FUNDEB/FPE";"R$0,00";"R$0,00";"-R$1.248.022,58";"-R$1.248.022,58"
"Sul";"RS";"2022";"09";"AJUSTE FUNDEB/FPE";"R$0,00";"R$0,00";"-R$7.478,16";"-R$7.478,16"
"Sul";"RS";"2023";"09";"AJUSTE FUNDEB/FPE";"R$0,00";"R$0,00";"-R$488.449,47";"-R$488.449,47"
"Sul";"RS";"2021";"05";"AJUSTE FUNDEB/FPM";"R$0,00";"R$0,00";"-R$3.956.811,45";"-R$3.956.811,45"
"Sul";"RS";"2022";"09";"AJUSTE FUNDEB/FPM";"R$0,00";"R$0,00";"-R$25.097,78";"-R$25.097,78"
"Sul";"RS";"2023";"09";"AJUSTE FUNDEB/FPM";"R$0,00";"R$0,00";"-R$1.709.009,16";"-R$1.709.009,16"
"Sul";"RS";"2021";"05";"AJUSTE FUNDEB/ICME";"R$0,00";"R$0,00";"-R$18.427.399,24";"-R$18.427.399,24"
"Sul";"RS";"2022";"09";"AJUSTE FUNDEB/ICME";"R$0,00";"R$0,00";"-R$98.801,78";"-R$98.801,78"
"Sul";"RS";"2023";"09";"AJUSTE FUNDEB/ICME";"R$0,00";"R$0,00";"-R$6.412.834,84";"-R$6.412.834,84"
"Sul";"RS";"2021";"05";"AJUSTE FUNDEB/IPIE";"R$0,00";"R$0,00";"-R$225.348,18";"-R$225.348,18"
"Sul";"RS";"2022";"09";"AJUSTE FUNDEB/IPIE";"R$0,00";"R$0,00";"-R$968,14";"-R$968,14"
"Sul";"RS";"2023";"09";"AJUSTE FUNDEB/IPIE";"R$0,00";"R$0,00";"-R$59.985,32";"-R$59.985,32"
"Sul";"RS";"2021";"05";"AJUSTE FUNDEB/IPVA";"R$0,00";"R$0,00";"-R$2.012.436,46";"-R$2.012.436,46"
"Sul";"RS";"2022";"09";"AJUSTE FUNDEB/IPVA";"R$0,00";"R$0,00";"-R$8.991,35";"-R$8.991,35"
"Sul";"RS";"2023";"09";"AJUSTE FUNDEB/IPVA";"R$0,00";"R$0,00";"-R$838.454,69";"-R$838.454,69"
"Sul";"RS";"2021";"05";"AJUSTE FUNDEB/ITCMD";"R$0,00";"R$0,00";"-R$306.857,03";"-R$306.857,03"
"Sul";"RS";"2022";"09";"AJUSTE FUNDEB/ITCMD";"R$0,00";"R$0,00";"-R$2.591,77";"-R$2.591,77"
"Sul";"RS";"2023";"09";"AJUSTE FUNDEB/ITCMD";"R$0,00";"R$0,00";"-R$176.347,21";"-R$176.347,21"
"Sul";"RS";"2021";"05";"AJUSTE FUNDEB/ITR";"R$0,00";"R$0,00";"-R$6.337,61";"-R$6.337,61"
"Sul";"RS";"2022";"09";"AJUSTE FUNDEB/ITR";"R$0,00";"R$0,00";"-R$49,35";"-R$49,35"
"Sul";"RS";"2023";"09";"AJUSTE FUNDEB/ITR";"R$0,00";"R$0,00";"-R$5.737,62";"-R$5.737,62"
"Sul";"SC";"2021";"05";"AJUSTE FUNDEB/FPE";"R$0,00";"R$0,00";"R$353.390,81";"R$353.390,81"
"Sul";"SC";"2022";"09";"AJUSTE FUNDEB/FPE";"R$0,00";"R$0,00";"R$86.745,25";"R$86.745,25"
"Sul";"SC";"2023";"09";"AJUSTE FUNDEB/FPE";"R$0,00";"R$0,00";"-R$9.949,64";"-R$9.949,64"
"Sul";"SC";"2024";"01";"AJUSTE FUNDEB/FPE";"R$0,00";"-R$5.354,77";"R$0,00";"-R$5.354,77"
"Sul";"SC";"2021";"05";"AJUSTE FUNDEB/FPM";"R$0,00";"R$0,00";"R$1.136.767,67";"R$1.136.767,67"
"Sul";"SC";"2022";"09";"AJUSTE FUNDEB/FPM";"R$0,00";"R$0,00";"R$264.052,32";"R$264.052,32"
"Sul";"SC";"2023";"09";"AJUSTE FUNDEB/FPM";"R$0,00";"R$0,00";"-R$33.171,19";"-R$33.171,19"
"Sul";"SC";"2024";"01";"AJUSTE FUNDEB/FPM";"R$0,00";"-R$16.748,84";"R$0,00";"-R$16.748,84"
"Sul";"SC";"2021";"05";"AJUSTE FUNDEB/ICME";"R$0,00";"R$0,00";"R$13.956.850,17";"R$13.956.850,17"
"Sul";"SC";"2022";"09";"AJUSTE FUNDEB/ICME";"R$0,00";"R$0,00";"R$1.483.781,50";"R$1.483.781,50"
