"Região";"UF";"Ano";"Mês";"Transferência";"1º Decêndio";"2º Decêndio";"3º Decêndio";"Total"
"Sul";"SC";"2023";"09";"AJUSTE FUNDEB/ICME";"R$0,00";"R$0,00";"-R$179.490,23";"-R$179.490,23"
"Sul";"SC";"2024";"01";"AJUSTE FUNDEB/ICME";"R$0,00";"-R$83.638,47";"R$0,00";"-R$83.638,47"
"Sul";"SC";"2021";"05";"AJUSTE FUNDEB/IPIE";"R$0,00";"R$0,00";"R$79.054,32";"R$79.054,32"
"Sul";"SC";"2022";"09";"AJUSTE FUNDEB/IPIE";"R$0,00";"R$0,00";"R$14.151,63";"R$14.151,63"
"Sul";"SC";"2023";"09";"AJUSTE FUNDEB/IPIE";"R$0,00";"R$0,00";"-R$1.562,27";"-R$1.562,27"
"Sul";"SC";"2024";"01";"AJUSTE FUNDEB/IPIE";"R$0,00";"-R$1.190,21";"R$0,00";"-R$1.190,21"
"Sul";"SC";"2021";"05";"AJUSTE FUNDEB/IPVA";"R$0,00";"R$0,00";"R$1.180.779,07";"R$1.180.779,07"
"Sul";"SC";"2022";"09";"AJUSTE FUNDEB/IPVA";"R$0,00";"R$0,00";"R$143.882,81";"R$143.882,81"
"Sul";"SC";"2023";"09";"AJUSTE FUNDEB/IPVA";"R$0,00";"R$0,00";"-R$21.708,89";"-R$21.708,89"
"Sul";"SC";"2024";"01";"AJUSTE FUNDEB/IPVA";"R$0,00";"-R$6.999,25";"R$0,00";"-R$6.999,25"
"Sul";"SC";"2021";"05";"AJUSTE FUNDEB/ITCMD";"R$0,00";"R$0,00";"R$240.381,72";"R$240.381,72"
"Sul";"SC";"2022";"09";"AJUSTE FUNDEB/ITCMD";"R$0,00";"R$0,00";"R$29.046,29";"R$29.046,29"
"Sul";"SC";"2023";"09";"AJUSTE FUNDEB/ITCMD";"R$0,00";"R$0,00";"-R$4.609,01";"-R$4.609,01"
"Sul";"SC";"2024";"01";"AJUSTE FUNDEB/ITCMD";"R$0,00";"-R$1.265,70";"R$0,00";"-R$1.265,70"
"Sul";"SC";"2021";"05";"AJUSTE FUNDEB/ITR";"R$0,00";"R$0,00";"R$594,37";"R$594,37"
"Sul";"SC";"2022";"09";"AJUSTE FUNDEB/ITR";"R$0,00";"R$0,00";"R$466,07";"R$466,07"
"Sul";"SC";"2023";"09";"AJUSTE FUNDEB/ITR";"R$0,00";"R$0,00";"-R$53,41";"-R$53,41"
"Sul";"SC";"2024";"01";"AJUSTE FUNDEB/ITR";"R$0,00";"-R$77,02";"R$0,00";"-R$77,02"
