"Região";"UF";"Ano";"Mês";"Transferência";"1º Decêndio";"2º Decêndio";"3º Decêndio";"Total"
"Centro-Oeste";"DF";"2017";"01";"FUNDEB/COUN";"R$0,00";"R$0,00";"R$0,00";"R$0,00"
"Centro-Oeste";"DF";"2017";"02";"FUNDEB/COUN";"R$0,00";"R$0,00";"R$0,00";"R$0,00"
"Centro-Oeste";"DF";"2017";"03";"FUNDEB/COUN";"R$0,00";"R$0,00";"R$0,00";"R$0,00"
"Centro-Oeste";"DF";"2017";"04";"FUNDEB/COUN";"R$0,00";"R$0,00";"R$0,00";"R$0,00"
"Centro-Oeste";"DF";"2017";"05";"FUNDEB/COUN";"R$0,00";"R$0,00";"R$0,00";"R$0,00"
"Centro-Oeste";"DF";"2017";"06";"FUNDEB/COUN";"R$0,00";"R$0,00";"R$0,00";"R$0,00"
"Centro-Oeste";"DF";"2017";"07";"FUNDEB/COUN";"R$0,00";"R$0,00";"R$0,00";"R$0,00"
"Centro-Oeste";"DF";"2017";"08";"FUNDEB/COUN";"R$0,00";"R$0,00";"R$0,00";"R$0,00"
"Centro-Oeste";"DF";"2017";"09";"FUNDEB/COUN";"R$0,00";"R$0,00";"R$0,00";"R$0,00"
"Centro-Oeste";"DF";"2017";"10";"FUNDEB/COUN";"R$0,00";"R$0,00";"R$0,00";"R$0,00"
"Centro-Oeste";"DF";"2017";"11";"FUNDEB/COUN";"R$0,00";"R$0,00";"R$0,00";"R$0,00"
"Centro-Oeste";"DF";"2017";"12";"FUNDEB/COUN";"R$0,00";"R$0,00";"R$0,00";"R$0,00"
"Centro-Oeste";"DF";"2018";"01";"FUNDEB/COUN";"R$0,00";"R$0,00";"R$0,00";"R$0,00"
"Centro-Oeste";"DF";"2018";"02";"FUNDEB/COUN";"R$0,00";"R$0,00";"R$0,00";"R$0,00"
"Centro-Oeste";"DF";"2018";"03";"FUNDEB/COUN";"R$0,00";"R$0,00";"R$0,00";"R$0,00"
"Centro-Oeste";"DF";"2018";"04";"FUNDEB/COUN";"R$0,00";"R$0,00";"R$0,00";"R$0,00"
"Centro-Oeste";"DF";"2018";"05";"FUNDEB/COUN";"R$0,00";"R$0,00";"R$0,00";"R$0,00"
"Centro-Oeste";"DF";"2018";"06";"FUNDEB/COUN";"R$0,00";"R$0,00";"R$0,00";"R$0,00"
"Centro-Oeste";"DF";"2018";"07";"FUNDEB/COUN";"R$0,00";"R$0,00";"R$0,00";"R$0,00"
"Centro-Oeste";"DF";"2018";"08";"FUNDEB/COUN";"R$0,00";"R$0,00";"R$0,00";"R$0,00"
"Centro-Oeste";"DF";"2018";"09";"FUNDEB/COUN";"R$0,00";"R$0,00";"R$0,00";"R$0,00"
"Centro-Oeste";"DF";"2018";"10";"FUNDEB/COUN";"R$0,00";"R$0,00";"R$0,00";"R$0,00"
"Centro-Oeste";"DF";"2018";"11";"FUNDEB/COUN";"R$0,00";"R$0,00";"R$0,00";"R$0,00"
"Centro-Oeste";"DF";"2018";"12";"FUNDEB/COUN";"R$0,00";"R$0,00";"R$0,00";"R$0,00"
"Centro-Oeste";"DF";"2019";"01";"FUNDEB/COUN";"R$0,00";"R$0,00";"R$0,00";"R$0,00"
"Centro-Oeste";"DF";"2019";"02";"FUNDEB/COUN";"R$0,00";"R$0,00";"R$0,00";"R$0,00"
"Centro-Oeste";"DF";"2019";"03";"FUNDEB/COUN";"R$0,00";"R$0,00";"R$0,00";"R$0,00"
"Centro-Oeste";"DF";"2019";"04";"FUNDEB/COUN";"R$0,00";"R$0,00";"R$0,00";"R$0,00"
"Centro-Oeste";"DF";"2019";"05";"FUNDEB/COUN";"R$0,00";"R$0,00";"R$0,00";"R$0,00"
"Centro-Oeste";"DF";"2019";"06";"FUNDEB/COUN";"R$0,00";"R$0,00";"R$0,00";"R$0,00"
"Centro-Oeste";"DF";"2019";"07";"FUNDEB/COUN";"R$0,00";"R$0,00";"R$0,00";"R$0,00"
"Centro-Oeste";"DF";"2019";"08";"FUNDEB/COUN";"R$0,00";"R$0,00";"R$0,00";"R$0,00"
"Centro-Oeste";"DF";"2019";"09";"FUNDEB/COUN";"R$0,00";"R$0,00";"R$0,00";"R$0,00"
"Centro-Oeste";"DF";"2019";"10";"FUNDEB/COUN";"R$0,00";"R$0,00";"R$0,00";"R$0,00"
"Centro-Oeste";"DF";"2019";"11";"FUNDEB/COUN";"R$0,00";"R$0,00";"R$0,00";"R$0,00"
"Centro-Oeste";"DF";"2019";"12";"FUNDEB/COUN";"R$0,00";"R$0,00";"R$0,00";"R$0,00"
"Centro-Oeste";"DF";"2020";"01";"FUNDEB/COUN";"R$0,00";"R$0,00";"R$0,00";"R$0,00"
"Centro-Oeste";"DF";"2020";"02";"FUNDEB/COUN";"R$0,00";"R$0,00";"R$0,00";"R$0,00"
"Centro-Oeste";"DF";"2020";"03";"FUNDEB/COUN";"R$0,00";"R$0,00";"R$0,00";"R$0,00"
"Centro-Oeste";"DF";"2020";"04";"FUNDEB/COUN";"R$0,00";"R$0,00";"R$0,00";"R$0,00"
"Centro-Oeste";"DF";"2020";"05";"FUNDEB/COUN";"R$0,00";"R$0,00";"R$0,00";"R$0,00"
"Centro-Oeste";"DF";"2020";"06";"FUNDEB/COUN";"R$0,00";"R$0,00";"R$0,00";"R$0,00"
"Centro-Oeste";"DF";"2020";"07";"FUNDEB/COUN";"R$0,00";"R$0,00";"R$0,00";"R$0,00"
"Centro-Oeste";"DF";"2020";"08";"FUNDEB/COUN";"R$0,00";"R$0,00";"R$0,00";"R$0,00"
"Centro-Oeste";"DF";"2020";"09";"FUNDEB/COUN";"R$0,00";"R$0,00";"R$0,00";"R$0,00"
"Centro-Oeste";"DF";"2020";"10";"FUNDEB/COUN";"R$0,00";"R$0,00";"R$0,00";"R$0,00"
"Centro-Oeste";"DF";"2020";"11";"FUNDEB/COUN";"R$0,00";"R$0,00";"R$0,00";"R$0,00"
"Centro-Oeste";"DF";"2020";"12";"FUNDEB/COUN";"R$0,00";"R$0,00";"R$0,00";"R$0,00"
"Centro-Oeste";"DF";"2021";"01";"FUNDEB/COUN";"R$0,00";"R$0,00";"R$0,00";"R$0,00"
"Centro-Oeste";"DF";"2021";"02";"FUNDEB/COUN";"R$0,00";"R$0,00";"R$0,00";"R$0,00"
"Centro-Oeste";"DF";"2021";"03";"FUNDEB/COUN";"R$0,00";"R$0,00";"R$0,00";"R$0,00"
"Centro-Oeste";"DF";"2021";"04";"FUNDEB/COUN";"R$0,00";"R$0,00";"R$0,00";"R$0,00"
"Centro-Oeste";"DF";"2021";"05";"FUNDEB/COUN";"R$0,00";"R$0,00";"R$0,00";"R$0,00"
"Centro-Oeste";"DF";"2023";"09";"FUNDEB/COUN VAAF";"R$0,00";"R$0,00";"R$228.179,37";"R$228.179,37"
"Centro-Oeste";"DF";"2023";"10";"FUNDEB/COUN VAAF";"R$0,00";"R$0,00";"R$228.179,37";"R$228.179,37"
"Centro-Oeste";"DF";"2023";"11";"FUNDEB/COUN VAAF";"R$0,00";"R$0,00";"R$228.179,37";"R$228.179,37"
"Centro-Oeste";"DF";"2023";"12";"FUNDEB/COUN VAAF";"R$0,00";"R$228.179,37";"R$0,00";"R$228.179,37"
"Centro-Oeste";"DF";"2023";"01";"FUNDEB/COUN VAAR";"R$0,00";"R$0,00";"R$1.510.805,94";"R$1.510.805,94"
"Centro-Oeste";"DF";"2023";"02";"FUNDEB/COUN VAAR";"R$0,00";"R$0,00";"R$1.661.886,53";"R$1.661.886,53"
"Centro-Oeste";"DF";"2023";"03";"FUNDEB/COUN VAAR";"R$0,00";"R$0,00";"R$1.812.967,12";"R$1.812.967,12"
"Centro-Oeste";"DF";"2023";"04";"FUNDEB/COUN VAAR";"R$0,00";"R$0,00";"R$1.964.047,72";"R$1.964.047,72"
"Centro-Oeste";"DF";"2023";"05";"FUNDEB/COUN VAAR";"R$0,00";"R$0,00";"R$2.125.043,11";"R$2.125.043,11"
"Centro-Oeste";"DF";"2023";"06";"FUNDEB/COUN VAAR";"R$0,00";"R$0,00";"R$2.276.461,71";"R$2.276.461,71"
"Centro-Oeste";"DF";"2023";"07";"FUNDEB/COUN VAAR";"R$0,00";"R$0,00";"R$2.276.461,71";"R$2.276.461,71"
"Centro-Oeste";"DF";"2023";"08";"FUNDEB/COUN VAAR";"R$0,00";"R$0,00";"R$2.422.697,57";"R$2.422.697,57"
"Centro-Oeste";"DF";"2023";"09";"FUNDEB/COUN VAAR";"R$0,00";"R$0,00";"R$2.429.373,57";"R$2.429.373,57"
"Centro-Oeste";"DF";"2023";"10";"FUNDEB/COUN VAAR";"R$0,00";"R$0,00";"R$2.429.373,57";"R$2.429.373,57"
"Centro-Oeste";"DF";"2023";"11";"FUNDEB/COUN VAAR";"R$0,00";"R$0,00";"R$2.429.373,57";"R$2.429.373,57"
"Centro-Oeste";"DF";"2023";"12";"FUNDEB/COUN VAAR";"R$0,00";"R$2.429.373,57";"R$0,00";"R$2.429.373,57"
"Centro-Oeste";"DF";"2024";"01";"FUNDEB/COUN VAAR";"R$0,00";"R$0,00";"R$4.999.217,37";"R$4.999.217,37"
"Centro-Oeste";"DF";"2024";"09";"FUNDEB/COUN VAAR";"R$0,00";"R$0,00";"R$7.000.406,61";"R$7.000.406,61"
"Centro-Oeste";"DF";"2024";"10";"FUNDEB/COUN VAAR";"R$0,00";"R$0,00";"R$7.000.406,61";"R$7.000.406,61"
"Centro-Oeste";"DF";"2024";"11";"FUNDEB/COUN VAAR";"R$0,00";"R$0,00";"R$7.000.406,61";"R$7.000.406,61"
"Centro-Oeste";"DF";"2024";"12";"FUNDEB/COUN VAAR";"R$0,00";"R$0,00";"R$7.000.406,61";"R$7.000.406,61"
"Centro-Oeste";"DF";"2025";"01";"FUNDEB/COUN VAAR";"R$0,00";"R$0,00";"R$15.088.198,15";"R$15.088.198,15"
"Centro-Oeste";"DF";"2025";"04";"FUNDEB/COUN VAAR";"R$0,00";"R$0,00";"R$1.737.689,45";"R$1.737.689,45"
"Centro-Oeste";"DF";"2007";"01";"FUNDEB/FPE";"R$1.789.639,82";"R$809.594,26";"R$520.565,12";"R$3.119.799,20"
"Centro-Oeste";"DF";"2007";"02";"FUNDEB/FPE";"R$1.994.232,64";"R$893.212,12";"R$465.447,96";"R$3.352.892,72"
"Centro-Oeste";"DF";"2007";"03";"FUNDEB/FPE";"R$1.636.389,22";"R$887.227,66";"R$565.489,77";"R$3.089.106,65"
"Centro-Oeste";"DF";"2007";"04";"FUNDEB/FPE";"R$2.140.777,64";"R$1.077.662,87";"R$1.334.466,34";"R$4.552.906,85"
"Centro-Oeste";"DF";"2007";"05";"FUNDEB/FPE";"R$2.496.221,70";"R$932.171,03";"R$531.417,68";"R$3.959.810,41"
"Centro-Oeste";"DF";"2007";"06";"FUNDEB/FPE";"R$1.866.925,51";"R$1.552.526,04";"R$625.780,63";"R$4.045.232,18"
"Centro-Oeste";"DF";"2007";"07";"FUNDEB/FPE";"R$1.788.992,91";"R$722.027,32";"R$634.898,16";"R$3.145.918,39"
"Centro-Oeste";"DF";"2007";"08";"FUNDEB/FPE";"R$2.149.882,35";"R$700.919,20";"R$468.656,08";"R$3.319.457,63"
"Centro-Oeste";"DF";"2007";"09";"FUNDEB/FPE";"R$1.981.380,00";"R$739.528,17";"R$695.979,92";"R$3.416.888,09"
"Centro-Oeste";"DF";"2007";"10";"FUNDEB/FPE";"R$1.769.053,07";"R$765.051,07";"R$700.559,93";"R$3.234.664,07"
"Centro-Oeste";"DF";"2007";"11";"FUNDEB/FPE";"R$2.439.333,03";"R$662.750,87";"R$690.492,17";"R$3.792.576,07"
"Centro-Oeste";"DF";"2007";"12";"FUNDEB/FPE";"R$2.368.186,21";"R$1.767.613,07";"R$998.170,20";"R$5.133.969,48"
"Centro-Oeste";"DF";"2008";"01";"FUNDEB/FPE";"R$2.583.647,74";"R$1.786.770,42";"R$710.280,06";"R$5.080.698,22"
"Centro-Oeste";"DF";"2008";"02";"FUNDEB/FPE";"R$3.016.895,64";"R$1.908.076,11";"R$659.106,00";"R$5.584.077,75"
"Centro-Oeste";"DF";"2008";"03";"FUNDEB/FPE";"R$2.226.688,49";"R$1.434.310,72";"R$737.320,71";"R$4.398.319,92"
"Centro-Oeste";"DF";"2008";"04";"FUNDEB/FPE";"R$2.732.200,28";"R$1.407.848,94";"R$958.172,85";"R$5.098.222,07"
"Centro-Oeste";"DF";"2008";"05";"FUNDEB/FPE";"R$3.316.801,14";"R$1.264.670,92";"R$782.695,17";"R$5.364.167,23"
"Centro-Oeste";"DF";"2008";"06";"FUNDEB/FPE";"R$2.332.811,53";"R$1.590.759,37";"R$701.163,70";"R$4.624.734,60"
"Centro-Oeste";"DF";"2008";"07";"FUNDEB/FPE";"R$2.279.260,78";"R$1.007.469,38";"R$902.716,17";"R$4.189.446,33"
"Centro-Oeste";"DF";"2008";"08";"FUNDEB/FPE";"R$3.380.987,39";"R$772.303,16";"R$964.021,80";"R$5.117.312,35"
"Centro-Oeste";"DF";"2008";"09";"FUNDEB/FPE";"R$2.469.205,31";"R$986.311,67";"R$1.051.036,00";"R$4.506.552,98"
"Centro-Oeste";"DF";"2008";"10";"FUNDEB/FPE";"R$2.422.313,70";"R$717.630,59";"R$1.149.075,13";"R$4.289.019,42"
"Centro-Oeste";"DF";"2008";"11";"FUNDEB/FPE";"R$3.474.032,30";"R$817.297,09";"R$1.143.761,44";"R$5.435.090,83"
"Centro-Oeste";"DF";"2008";"12";"FUNDEB/FPE";"R$2.231.065,69";"R$1.905.383,55";"R$1.584.028,54";"R$5.720.477,78"
"Centro-Oeste";"DF";"2009";"01";"FUNDEB/FPE";"R$2.736.727,84";"R$1.112.353,70";"R$1.964.712,26";"R$5.813.793,80"
"Centro-Oeste";"DF";"2009";"02";"FUNDEB/FPE";"R$3.811.446,96";"R$431.494,43";"R$1.177.015,32";"R$5.419.956,71"
"Centro-Oeste";"DF";"2009";"03";"FUNDEB/FPE";"R$2.336.949,37";"R$413.305,56";"R$1.582.552,24";"R$4.332.807,17"
"Centro-Oeste";"DF";"2009";"04";"FUNDEB/FPE";"R$3.371.817,14";"R$402.327,49";"R$1.382.868,70";"R$5.157.013,33"
"Centro-Oeste";"DF";"2009";"05";"FUNDEB/FPE";"R$4.060.965,81";"R$341.142,13";"R$1.739.816,97";"R$6.141.924,91"
"Centro-Oeste";"DF";"2009";"06";"FUNDEB/FPE";"R$2.487.222,34";"R$1.546.488,47";"R$1.267.505,32";"R$5.301.216,13"
"Centro-Oeste";"DF";"2009";"07";"FUNDEB/FPE";"R$2.233.827,29";"R$505.407,38";"R$1.328.366,70";"R$4.067.601,37"
"Centro-Oeste";"DF";"2009";"08";"FUNDEB/FPE";"R$3.085.823,93";"R$417.663,62";"R$1.228.473,54";"R$4.731.961,09"
"Centro-Oeste";"DF";"2009";"09";"FUNDEB/FPE";"R$2.326.145,22";"R$366.224,78";"R$1.496.436,73";"R$4.188.806,73"
"Centro-Oeste";"DF";"2009";"10";"FUNDEB/FPE";"R$2.437.647,69";"R$538.545,98";"R$1.842.323,08";"R$4.818.516,75"
"Centro-Oeste";"DF";"2009";"11";"FUNDEB/FPE";"R$3.981.959,77";"R$506.514,64";"R$1.526.299,06";"R$6.014.773,47"
"Centro-Oeste";"DF";"2009";"12";"FUNDEB/FPE";"R$3.256.030,87";"R$1.439.632,67";"R$1.790.127,41";"R$6.485.790,95"
"Centro-Oeste";"DF";"2010";"01";"FUNDEB/FPE";"R$2.217.511,10";"R$871.659,27";"R$1.905.396,46";"R$4.994.566,83"
"Centro-Oeste";"DF";"2010";"02";"FUNDEB/FPE";"R$4.347.064,68";"R$435.730,90";"R$1.315.210,71";"R$6.098.006,29"
"Centro-Oeste";"DF";"2010";"03";"FUNDEB/FPE";"R$2.377.461,75";"R$498.622,38";"R$1.653.857,24";"R$4.529.941,37"
"Centro-Oeste";"DF";"2010";"04";"FUNDEB/FPE";"R$3.100.074,38";"R$629.900,86";"R$1.697.574,14";"R$5.427.549,38"
"Centro-Oeste";"DF";"2010";"05";"FUNDEB/FPE";"R$4.755.090,07";"R$529.345,73";"R$1.397.982,93";"R$6.682.418,73"
"Centro-Oeste";"DF";"2010";"06";"FUNDEB/FPE";"R$3.138.431,37";"R$1.259.125,56";"R$1.401.932,45";"R$5.799.489,38"
"Centro-Oeste";"DF";"2010";"07";"FUNDEB/FPE";"R$2.252.940,26";"R$509.827,68";"R$1.501.819,83";"R$4.264.587,77"
"Centro-Oeste";"DF";"2010";"08";"FUNDEB/FPE";"R$3.402.541,11";"R$725.041,88";"R$1.587.816,14";"R$5.715.399,13"
"Centro-Oeste";"DF";"2010";"09";"FUNDEB/FPE";"R$2.756.695,29";"R$501.946,46";"R$1.512.384,41";"R$4.771.026,16"
"Centro-Oeste";"DF";"2010";"10";"FUNDEB/FPE";"R$2.950.973,88";"R$606.391,71";"R$1.578.588,34";"R$5.135.953,93"
"Centro-Oeste";"DF";"2010";"11";"FUNDEB/FPE";"R$3.884.602,33";"R$567.613,87";"R$1.704.582,96";"R$6.156.799,16"
"Centro-Oeste";"DF";"2010";"12";"FUNDEB/FPE";"R$3.370.785,91";"R$2.416.010,39";"R$1.973.543,85";"R$7.760.340,15"
"Centro-Oeste";"DF";"2011";"01";"FUNDEB/FPE";"R$3.708.044,82";"R$1.486.454,34";"R$2.336.252,06";"R$7.530.751,22"
"Centro-Oeste";"DF";"2011";"02";"FUNDEB/FPE";"R$6.094.877,81";"R$601.740,99";"R$1.416.661,71";"R$8.113.280,51"
"Centro-Oeste";"DF";"2011";"03";"FUNDEB/FPE";"R$2.989.444,44";"R$407.377,38";"R$1.899.692,49";"R$5.296.514,31"
"Centro-Oeste";"DF";"2011";"04";"FUNDEB/FPE";"R$4.011.886,77";"R$801.055,50";"R$2.207.570,56";"R$7.020.512,83"
"Centro-Oeste";"DF";"2011";"05";"FUNDEB/FPE";"R$5.573.946,52";"R$608.822,44";"R$1.875.310,75";"R$8.058.079,71"
"Centro-Oeste";"DF";"2011";"06";"FUNDEB/FPE";"R$3.681.316,13";"R$1.814.658,02";"R$1.777.010,43";"R$7.272.984,58"
"Centro-Oeste";"DF";"2011";"07";"FUNDEB/FPE";"R$2.850.208,63";"R$702.996,85";"R$2.633.746,53";"R$6.186.952,01"
"Centro-Oeste";"DF";"2011";"08";"FUNDEB/FPE";"R$4.026.868,00";"R$565.796,59";"R$1.789.287,03";"R$6.381.951,62"
"Centro-Oeste";"DF";"2011";"09";"FUNDEB/FPE";"R$2.680.582,06";"R$574.695,64";"R$1.839.635,95";"R$5.094.913,65"
"Centro-Oeste";"DF";"2011";"10";"FUNDEB/FPE";"R$3.149.739,48";"R$1.001.753,63";"R$2.545.411,09";"R$6.696.904,20"
"Centro-Oeste";"DF";"2011";"11";"FUNDEB/FPE";"R$4.497.420,87";"R$731.631,85";"R$1.845.430,55";"R$7.074.483,27"
"Centro-Oeste";"DF";"2011";"12";"FUNDEB/FPE";"R$3.725.565,11";"R$2.271.392,61";"R$2.220.831,15";"R$8.217.788,87"
"Centro-Oeste";"DF";"2012";"01";"FUNDEB/FPE";"R$3.061.887,55";"R$1.104.984,77";"R$3.327.278,56";"R$7.494.150,88"
"Centro-Oeste";"DF";"2012";"02";"FUNDEB/FPE";"R$6.403.567,03";"R$689.513,28";"R$1.972.233,64";"R$9.065.313,95"
"Centro-Oeste";"DF";"2012";"03";"FUNDEB/FPE";"R$3.213.804,38";"R$527.188,80";"R$2.415.802,70";"R$6.156.795,88"
"Centro-Oeste";"DF";"2012";"04";"FUNDEB/FPE";"R$4.270.458,97";"R$763.525,47";"R$2.725.597,71";"R$7.759.582,15"
"Centro-Oeste";"DF";"2012";"05";"FUNDEB/FPE";"R$5.894.283,92";"R$776.137,54";"R$2.008.122,15";"R$8.678.543,61"
"Centro-Oeste";"DF";"2012";"06";"FUNDEB/FPE";"R$3.494.621,00";"R$1.833.848,70";"R$2.077.356,19";"R$7.405.825,89"
"Centro-Oeste";"DF";"2012";"07";"FUNDEB/FPE";"R$2.685.840,50";"R$732.546,52";"R$2.112.036,16";"R$5.530.423,18"
"Centro-Oeste";"DF";"2012";"08";"FUNDEB/FPE";"R$3.575.265,06";"R$590.772,60";"R$1.936.668,26";"R$6.102.705,92"
"Centro-Oeste";"DF";"2012";"09";"FUNDEB/FPE";"R$2.688.703,55";"R$541.158,27";"R$2.109.916,22";"R$5.339.778,04"
"Centro-Oeste";"DF";"2012";"10";"FUNDEB/FPE";"R$3.020.229,00";"R$676.283,49";"R$1.971.902,92";"R$5.668.415,41"
"Centro-Oeste";"DF";"2012";"11";"FUNDEB/FPE";"R$4.720.047,50";"R$781.921,47";"R$2.159.825,59";"R$7.661.794,56"
"Centro-Oeste";"DF";"2012";"12";"FUNDEB/FPE";"R$4.030.797,15";"R$1.761.660,31";"R$2.867.732,99";"R$8.660.190,45"
"Centro-Oeste";"DF";"2013";"01";"FUNDEB/FPE";"R$3.704.691,64";"R$1.336.956,83";"R$2.965.460,57";"R$8.007.109,04"
"Centro-Oeste";"DF";"2013";"02";"FUNDEB/FPE";"R$8.166.586,40";"R$602.750,71";"R$2.003.371,72";"R$10.772.708,83"
"Centro-Oeste";"DF";"2013";"03";"FUNDEB/FPE";"R$3.351.065,45";"R$516.378,24";"R$2.336.836,52";"R$6.204.280,21"
"Centro-Oeste";"DF";"2013";"04";"FUNDEB/FPE";"R$3.490.478,14";"R$677.370,66";"R$2.489.204,00";"R$6.657.052,80"
"Centro-Oeste";"DF";"2013";"05";"FUNDEB/FPE";"R$6.364.865,82";"R$980.739,34";"R$2.219.674,88";"R$9.565.280,04"
"Centro-Oeste";"DF";"2013";"06";"FUNDEB/FPE";"R$4.111.086,76";"R$1.475.471,26";"R$2.393.683,95";"R$7.980.241,97"
"Centro-Oeste";"DF";"2013";"07";"FUNDEB/FPE";"R$2.863.376,63";"R$653.286,43";"R$2.166.287,63";"R$5.682.950,69"
"Centro-Oeste";"DF";"2013";"08";"FUNDEB/FPE";"R$4.668.289,77";"R$511.633,43";"R$2.250.444,13";"R$7.430.367,33"
"Centro-Oeste";"DF";"2013";"09";"FUNDEB/FPE";"R$3.037.904,30";"R$790.485,60";"R$2.321.213,98";"R$6.149.603,88"
"Centro-Oeste";"DF";"2013";"10";"FUNDEB/FPE";"R$3.099.402,38";"R$797.418,24";"R$2.252.877,73";"R$6.149.698,35"
"Centro-Oeste";"DF";"2013";"11";"FUNDEB/FPE";"R$5.354.430,61";"R$738.555,79";"R$2.461.119,15";"R$8.554.105,55"
"Centro-Oeste";"DF";"2013";"12";"FUNDEB/FPE";"R$4.060.648,13";"R$1.979.653,77";"R$2.782.641,55";"R$8.822.943,45"
"Centro-Oeste";"DF";"2014";"01";"FUNDEB/FPE";"R$5.604.553,85";"R$1.550.978,07";"R$3.389.449,35";"R$10.544.981,27"
"Centro-Oeste";"DF";"2014";"02";"FUNDEB/FPE";"R$8.238.991,75";"R$568.535,13";"R$2.452.970,78";"R$11.260.497,66"
"Centro-Oeste";"DF";"2014";"03";"FUNDEB/FPE";"R$3.357.976,12";"R$482.204,69";"R$2.839.490,79";"R$6.679.671,60"
"Centro-Oeste";"DF";"2014";"04";"FUNDEB/FPE";"R$4.055.137,70";"R$822.599,37";"R$2.745.983,44";"R$7.623.720,51"
"Centro-Oeste";"DF";"2014";"05";"FUNDEB/FPE";"R$6.890.803,85";"R$724.564,60";"R$2.544.176,49";"R$10.159.544,94"
"Centro-Oeste";"DF";"2014";"06";"FUNDEB/FPE";"R$4.044.469,21";"R$1.732.757,55";"R$1.841.776,17";"R$7.619.002,93"
"Centro-Oeste";"DF";"2014";"07";"FUNDEB/FPE";"R$3.960.386,27";"R$823.177,63";"R$1.760.195,62";"R$6.543.759,52"
"Centro-Oeste";"DF";"2014";"08";"FUNDEB/FPE";"R$5.335.590,40";"R$707.681,30";"R$1.906.282,79";"R$7.949.554,49"
"Centro-Oeste";"DF";"2014";"09";"FUNDEB/FPE";"R$4.429.217,50";"R$918.468,04";"R$1.620.763,63";"R$6.968.449,17"
"Centro-Oeste";"DF";"2014";"10";"FUNDEB/FPE";"R$3.815.689,08";"R$992.339,03";"R$1.777.873,96";"R$6.585.902,07"
"Centro-Oeste";"DF";"2014";"11";"FUNDEB/FPE";"R$5.709.643,06";"R$839.772,29";"R$2.167.868,27";"R$8.717.283,62"
"Centro-Oeste";"DF";"2014";"12";"FUNDEB/FPE";"R$4.612.100,83";"R$2.487.063,25";"R$2.476.133,34";"R$9.575.297,42"
"Centro-Oeste";"DF";"2015";"01";"FUNDEB/FPE";"R$5.098.674,00";"R$1.782.771,66";"R$3.845.059,41";"R$10.726.505,07"
"Centro-Oeste";"DF";"2015";"02";"FUNDEB/FPE";"R$7.462.269,47";"R$686.963,68";"R$2.800.450,38";"R$10.949.683,53"
"Centro-Oeste";"DF";"2015";"03";"FUNDEB/FPE";"R$4.001.583,36";"R$901.606,73";"R$3.072.046,04";"R$7.975.236,13"
"Centro-Oeste";"DF";"2015";"04";"FUNDEB/FPE";"R$4.343.140,28";"R$1.193.245,07";"R$3.071.007,76";"R$8.607.393,11"
"Centro-Oeste";"DF";"2015";"05";"FUNDEB/FPE";"R$6.615.194,80";"R$703.818,53";"R$3.265.679,18";"R$10.584.692,51"
"Centro-Oeste";"DF";"2015";"06";"FUNDEB/FPE";"R$4.174.375,45";"R$2.481.386,57";"R$2.553.993,53";"R$9.209.755,55"
"Centro-Oeste";"DF";"2015";"07";"FUNDEB/FPE";"R$3.201.195,11";"R$923.182,77";"R$2.695.157,34";"R$6.819.535,22"
"Centro-Oeste";"DF";"2015";"08";"FUNDEB/FPE";"R$4.456.353,69";"R$764.853,18";"R$2.754.716,43";"R$7.975.923,30"
"Centro-Oeste";"DF";"2015";"09";"FUNDEB/FPE";"R$2.980.792,16";"R$1.103.270,79";"R$2.565.513,91";"R$6.649.576,86"
"Centro-Oeste";"DF";"2015";"10";"FUNDEB/FPE";"R$3.750.892,56";"R$1.176.269,19";"R$2.641.158,72";"R$7.568.320,47"
"Centro-Oeste";"DF";"2015";"11";"FUNDEB/FPE";"R$5.037.183,52";"R$811.968,61";"R$2.696.075,81";"R$8.545.227,94"
"Centro-Oeste";"DF";"2015";"12";"FUNDEB/FPE";"R$3.451.127,60";"R$3.192.510,65";"R$3.182.393,32";"R$9.826.031,57"
"Centro-Oeste";"DF";"2016";"01";"FUNDEB/FPE";"R$3.722.718,33";"R$1.553.514,24";"R$4.086.466,71";"R$9.362.699,28"
"Centro-Oeste";"DF";"2016";"02";"FUNDEB/FPE";"R$8.205.944,53";"R$857.933,41";"R$2.652.697,44";"R$11.716.575,38"
"Centro-Oeste";"DF";"2016";"03";"FUNDEB/FPE";"R$3.323.479,62";"R$923.960,39";"R$2.871.959,09";"R$7.119.399,10"
"Centro-Oeste";"DF";"2016";"04";"FUNDEB/FPE";"R$4.134.482,33";"R$963.113,57";"R$3.365.840,65";"R$8.463.436,55"
"Centro-Oeste";"DF";"2016";"05";"FUNDEB/FPE";"R$7.404.194,63";"R$772.168,89";"R$3.077.703,76";"R$11.254.067,28"
"Centro-Oeste";"DF";"2016";"06";"FUNDEB/FPE";"R$3.834.615,54";"R$2.692.134,45";"R$2.771.147,97";"R$9.297.897,96"
"Centro-Oeste";"DF";"2016";"07";"FUNDEB/FPE";"R$2.854.748,11";"R$998.387,94";"R$2.887.949,04";"R$6.741.085,09"
"Centro-Oeste";"DF";"2016";"08";"FUNDEB/FPE";"R$4.785.053,15";"R$850.377,25";"R$2.724.449,52";"R$8.359.879,92"
"Centro-Oeste";"DF";"2016";"09";"FUNDEB/FPE";"R$3.057.193,04";"R$973.005,97";"R$2.768.053,55";"R$6.798.252,56"
